"id","sale_date","sale_time","gender","age","category","quantity","price_per_unit","total_sale","year","month","timeofday","name_day"
514,"2022-11-04","08:35:00","Female",18,"Electronics",1,"300.00","300.00",2022,"November","Morning","Friday"
515,"2022-02-13","20:47:00","Female",49,"Clothing",3,"300.00","900.00",2022,"February","Evening","Sunday"
516,"2023-09-20","18:38:00","Male",30,"Beauty",4,"25.00","100.00",2023,"September","Evening","Wednesday"
517,"2023-08-20","08:54:00","Female",47,"Clothing",4,"25.00","100.00",2023,"August","Morning","Sunday"
518,"2023-07-31","17:01:00","Female",40,"Clothing",1,"30.00","30.00",2023,"July","Evening","Monday"
519,"2022-04-08","10:17:00","Female",36,"Electronics",4,"30.00","120.00",2022,"April","Morning","Friday"
520,"2022-10-16","12:42:00","Female",49,"Electronics",4,"25.00","100.00",2022,"October","Afternoon","Sunday"
521,"2023-10-28","19:56:00","Female",47,"Clothing",4,"30.00","120.00",2023,"October","Evening","Saturday"
522,"2022-07-09","11:00:00","Male",46,"Beauty",3,"500.00","1500.00",2022,"July","Morning","Saturday"
523,"2023-11-13","19:18:00","Female",62,"Electronics",1,"300.00","300.00",2023,"November","Evening","Monday"
524,"2023-09-17","19:52:00","Male",46,"Beauty",4,"300.00","1200.00",2023,"September","Evening","Sunday"
525,"2022-09-05","14:15:00","Female",47,"Beauty",2,"25.00","50.00",2022,"September","Afternoon","Monday"
526,"2022-11-19","12:47:00","Male",33,"Clothing",2,"50.00","100.00",2022,"November","Afternoon","Saturday"
527,"2023-04-21","11:35:00","Male",57,"Clothing",2,"25.00","50.00",2023,"April","Morning","Friday"
528,"2023-12-11","21:51:00","Female",36,"Clothing",2,"30.00","60.00",2023,"December","Night","Monday"
529,"2022-11-29","17:43:00","Female",35,"Clothing",3,"50.00","150.00",2022,"November","Evening","Tuesday"
530,"2022-05-01","07:52:00","Female",18,"Electronics",4,"30.00","120.00",2022,"May","Morning","Sunday"
531,"2022-10-08","12:30:00","Male",31,"Electronics",1,"500.00","500.00",2022,"October","Afternoon","Saturday"
532,"2022-08-15","18:04:00","Female",64,"Clothing",4,"30.00","120.00",2022,"August","Evening","Monday"
533,"2022-11-13","17:19:00","Male",19,"Electronics",3,"500.00","1500.00",2022,"November","Evening","Sunday"
534,"2023-04-27","22:30:00","Male",45,"Clothing",2,"500.00","1000.00",2023,"April","Night","Thursday"
535,"2023-11-20","13:46:00","Male",47,"Beauty",3,"30.00","90.00",2023,"November","Afternoon","Monday"
536,"2022-08-20","06:25:00","Female",55,"Beauty",4,"30.00","120.00",2022,"August","Morning","Saturday"
537,"2023-10-01","18:07:00","Female",21,"Beauty",1,"500.00","500.00",2023,"October","Evening","Sunday"
538,"2023-12-22","18:20:00","Male",18,"Clothing",3,"50.00","150.00",2023,"December","Evening","Friday"
539,"2023-11-30","18:13:00","Male",25,"Beauty",1,"500.00","500.00",2023,"November","Evening","Thursday"
540,"2022-12-22","16:17:00","Female",46,"Electronics",3,"300.00","900.00",2022,"December","Afternoon","Thursday"
541,"2022-12-25","18:37:00","Male",56,"Beauty",1,"500.00","500.00",2022,"December","Evening","Sunday"
542,"2023-06-01","18:41:00","Female",20,"Beauty",1,"50.00","50.00",2023,"June","Evening","Thursday"
543,"2022-04-16","20:30:00","Male",49,"Beauty",2,"300.00","600.00",2022,"April","Evening","Saturday"
544,"2023-10-31","13:46:00","Female",27,"Electronics",1,"25.00","25.00",2023,"October","Afternoon","Tuesday"
545,"2023-12-19","17:18:00","Male",27,"Clothing",2,"25.00","50.00",2023,"December","Evening","Tuesday"
546,"2022-12-30","22:32:00","Female",36,"Electronics",4,"50.00","200.00",2022,"December","Night","Friday"
547,"2022-11-14","07:36:00","Male",63,"Clothing",4,"500.00","2000.00",2022,"November","Morning","Monday"
548,"2023-04-14","07:00:00","Female",51,"Clothing",2,"30.00","60.00",2023,"April","Morning","Friday"
549,"2022-11-03","19:39:00","Female",50,"Beauty",2,"50.00","100.00",2022,"November","Evening","Thursday"
550,"2023-09-27","16:58:00","Male",40,"Clothing",3,"300.00","900.00",2023,"September","Afternoon","Wednesday"
551,"2023-03-21","22:45:00","Male",45,"Electronics",3,"300.00","900.00",2023,"March","Night","Tuesday"
552,"2022-10-29","13:32:00","Female",49,"Electronics",3,"25.00","75.00",2022,"October","Afternoon","Saturday"
553,"2023-03-20","06:17:00","Male",24,"Clothing",4,"300.00","1200.00",2023,"March","Morning","Monday"
554,"2022-12-06","21:04:00","Female",46,"Beauty",3,"50.00","150.00",2022,"December","Night","Tuesday"
555,"2022-12-14","19:35:00","Male",25,"Beauty",1,"300.00","300.00",2022,"December","Evening","Wednesday"
556,"2022-02-05","17:37:00","Female",18,"Electronics",1,"50.00","50.00",2022,"February","Evening","Saturday"
557,"2023-09-27","20:01:00","Female",20,"Beauty",3,"30.00","90.00",2023,"September","Evening","Wednesday"
558,"2023-10-26","17:47:00","Female",41,"Clothing",1,"25.00","25.00",2023,"October","Evening","Thursday"
559,"2022-12-12","10:48:00","Female",40,"Clothing",4,"300.00","1200.00",2022,"December","Morning","Monday"
560,"2023-10-23","22:51:00","Female",25,"Electronics",1,"50.00","50.00",2023,"October","Night","Monday"
561,"2022-07-29","17:04:00","Female",64,"Clothing",4,"500.00","2000.00",2022,"July","Evening","Friday"
562,"2023-11-09","09:26:00","Male",54,"Electronics",2,"25.00","50.00",2023,"November","Morning","Thursday"
563,"2022-12-21","18:40:00","Male",20,"Clothing",2,"30.00","60.00",2022,"December","Evening","Wednesday"
564,"2023-09-12","20:14:00","Male",50,"Electronics",2,"50.00","100.00",2023,"September","Evening","Tuesday"
565,"2023-09-05","20:24:00","Female",45,"Beauty",2,"30.00","60.00",2023,"September","Evening","Tuesday"
566,"2022-11-26","19:15:00","Female",64,"Clothing",1,"30.00","30.00",2022,"November","Evening","Saturday"
567,"2023-05-08","19:53:00","Female",25,"Clothing",3,"300.00","900.00",2023,"May","Evening","Monday"
568,"2023-08-11","20:03:00","Female",51,"Electronics",1,"300.00","300.00",2023,"August","Evening","Friday"
569,"2022-04-29","20:49:00","Male",52,"Electronics",4,"50.00","200.00",2022,"April","Evening","Friday"
570,"2022-06-09","22:53:00","Male",49,"Clothing",1,"500.00","500.00",2022,"June","Night","Thursday"
571,"2022-10-20","12:51:00","Female",41,"Electronics",1,"50.00","50.00",2022,"October","Afternoon","Thursday"
572,"2023-12-13","18:33:00","Male",31,"Clothing",4,"500.00","2000.00",2023,"December","Evening","Wednesday"
573,"2023-09-19","22:59:00","Male",49,"Beauty",2,"30.00","60.00",2023,"September","Night","Tuesday"
574,"2023-09-17","20:12:00","Female",63,"Electronics",2,"25.00","50.00",2023,"September","Evening","Sunday"
575,"2023-12-12","10:29:00","Male",60,"Clothing",2,"50.00","100.00",2023,"December","Morning","Tuesday"
576,"2023-12-25","17:30:00","Female",33,"Beauty",3,"50.00","150.00",2023,"December","Evening","Monday"
577,"2022-04-21","11:55:00","Male",21,"Beauty",4,"500.00","2000.00",2022,"April","Morning","Thursday"
578,"2023-12-05","22:42:00","Female",54,"Clothing",4,"30.00","120.00",2023,"December","Night","Tuesday"
579,"2023-10-06","17:43:00","Female",38,"Electronics",1,"30.00","30.00",2023,"October","Evening","Friday"
580,"2022-11-14","14:44:00","Female",31,"Clothing",3,"500.00","1500.00",2022,"November","Afternoon","Monday"
581,"2022-12-15","21:16:00","Female",48,"Beauty",2,"30.00","60.00",2022,"December","Night","Thursday"
582,"2022-09-30","21:38:00","Male",35,"Clothing",3,"300.00","900.00",2022,"September","Night","Friday"
583,"2022-01-28","19:44:00","Female",24,"Electronics",4,"25.00","100.00",2022,"January","Evening","Friday"
584,"2022-12-31","10:21:00","Female",27,"Beauty",4,"50.00","200.00",2022,"December","Morning","Saturday"
585,"2023-06-06","21:49:00","Female",24,"Clothing",1,"25.00","25.00",2023,"June","Night","Tuesday"
586,"2023-12-20","14:57:00","Male",50,"Electronics",1,"50.00","50.00",2023,"December","Afternoon","Wednesday"
587,"2023-09-04","19:00:00","Female",40,"Beauty",4,"300.00","1200.00",2023,"September","Evening","Monday"
588,"2023-10-18","17:54:00","Male",38,"Electronics",2,"30.00","60.00",2023,"October","Evening","Wednesday"
589,"2023-07-08","07:11:00","Female",36,"Beauty",2,"500.00","1000.00",2023,"July","Morning","Saturday"
590,"2023-05-04","11:52:00","Male",36,"Clothing",3,"300.00","900.00",2023,"May","Morning","Thursday"
591,"2022-03-21","08:38:00","Male",53,"Electronics",4,"25.00","100.00",2022,"March","Morning","Monday"
592,"2022-12-26","09:15:00","Female",46,"Beauty",4,"500.00","2000.00",2022,"December","Morning","Monday"
593,"2023-01-18","22:05:00","Male",35,"Electronics",2,"30.00","60.00",2023,"January","Night","Wednesday"
594,"2023-09-07","21:49:00","Female",19,"Electronics",2,"300.00","600.00",2023,"September","Night","Thursday"
595,"2022-10-15","21:35:00","Female",18,"Clothing",4,"500.00","2000.00",2022,"October","Night","Saturday"
596,"2022-02-12","08:44:00","Female",64,"Electronics",1,"300.00","300.00",2022,"February","Morning","Saturday"
597,"2022-11-01","19:29:00","Male",22,"Beauty",4,"300.00","1200.00",2022,"November","Evening","Tuesday"
598,"2022-06-23","17:02:00","Male",37,"Beauty",4,"30.00","120.00",2022,"June","Evening","Thursday"
599,"2023-12-10","19:07:00","Female",28,"Beauty",2,"50.00","100.00",2023,"December","Evening","Sunday"
600,"2023-10-09","18:39:00","Female",59,"Beauty",2,"500.00","1000.00",2023,"October","Evening","Monday"
601,"2023-06-05","09:23:00","Male",19,"Clothing",1,"30.00","30.00",2023,"June","Morning","Monday"
602,"2023-12-12","16:46:00","Female",20,"Electronics",1,"300.00","300.00",2023,"December","Afternoon","Tuesday"
603,"2022-04-18","20:17:00","Female",40,"Clothing",3,"30.00","90.00",2022,"April","Evening","Monday"
604,"2022-09-16","19:34:00","Female",29,"Electronics",4,"50.00","200.00",2022,"September","Evening","Friday"
605,"2023-10-19","22:24:00","Male",37,"Electronics",2,"500.00","1000.00",2023,"October","Night","Thursday"
606,"2023-06-13","20:19:00","Male",22,"Electronics",1,"50.00","50.00",2023,"June","Evening","Tuesday"
607,"2023-05-05","09:33:00","Male",54,"Clothing",3,"25.00","75.00",2023,"May","Morning","Friday"
608,"2022-12-07","22:19:00","Female",55,"Electronics",3,"500.00","1500.00",2022,"December","Night","Wednesday"
609,"2023-11-19","13:02:00","Female",47,"Clothing",2,"50.00","100.00",2023,"November","Afternoon","Sunday"
610,"2022-12-18","06:56:00","Female",26,"Beauty",2,"300.00","600.00",2022,"December","Morning","Sunday"
611,"2022-07-21","08:13:00","Male",51,"Beauty",3,"500.00","1500.00",2022,"July","Morning","Thursday"
612,"2022-02-23","19:06:00","Female",61,"Electronics",1,"500.00","500.00",2022,"February","Evening","Wednesday"
613,"2023-05-08","17:23:00","Female",52,"Clothing",3,"30.00","90.00",2023,"May","Evening","Monday"
614,"2023-02-13","06:28:00","Female",39,"Beauty",4,"300.00","1200.00",2023,"February","Morning","Monday"
615,"2022-10-31","15:06:00","Female",61,"Clothing",4,"25.00","100.00",2022,"October","Afternoon","Monday"
616,"2022-12-31","19:18:00","Male",41,"Clothing",2,"50.00","100.00",2022,"December","Evening","Saturday"
617,"2022-08-06","19:12:00","Male",34,"Electronics",1,"30.00","30.00",2022,"August","Evening","Saturday"
618,"2022-10-13","10:22:00","Female",27,"Beauty",1,"50.00","50.00",2022,"October","Morning","Thursday"
619,"2023-10-09","18:10:00","Male",47,"Electronics",4,"25.00","100.00",2023,"October","Evening","Monday"
620,"2023-11-06","20:59:00","Male",63,"Electronics",3,"25.00","75.00",2023,"November","Evening","Monday"
621,"2022-04-13","09:55:00","Female",40,"Beauty",2,"500.00","1000.00",2022,"April","Morning","Wednesday"
622,"2022-10-16","22:00:00","Female",49,"Beauty",3,"25.00","75.00",2022,"October","Night","Sunday"
623,"2023-11-15","10:00:00","Male",34,"Clothing",3,"50.00","150.00",2023,"November","Morning","Wednesday"
624,"2022-02-05","19:08:00","Female",34,"Beauty",3,"300.00","900.00",2022,"February","Evening","Saturday"
625,"2022-12-25","13:36:00","Male",31,"Clothing",1,"300.00","300.00",2022,"December","Afternoon","Sunday"
626,"2022-10-30","21:01:00","Female",26,"Clothing",4,"500.00","2000.00",2022,"October","Night","Sunday"
627,"2022-10-24","18:14:00","Male",57,"Clothing",1,"50.00","50.00",2022,"October","Evening","Monday"
628,"2023-12-23","18:00:00","Female",19,"Beauty",4,"50.00","200.00",2023,"December","Evening","Saturday"
629,"2023-01-05","19:55:00","Male",62,"Electronics",2,"25.00","50.00",2023,"January","Evening","Thursday"
630,"2023-03-21","17:29:00","Male",42,"Clothing",2,"50.00","100.00",2023,"March","Evening","Tuesday"
631,"2023-10-22","22:18:00","Male",56,"Electronics",3,"30.00","90.00",2023,"October","Night","Sunday"
632,"2023-10-25","20:13:00","Female",26,"Electronics",4,"25.00","100.00",2023,"October","Evening","Wednesday"
633,"2023-07-06","22:20:00","Male",39,"Beauty",4,"30.00","120.00",2023,"July","Night","Thursday"
634,"2022-10-10","19:25:00","Male",60,"Electronics",4,"500.00","2000.00",2022,"October","Evening","Monday"
635,"2022-12-04","21:03:00","Female",63,"Electronics",3,"300.00","900.00",2022,"December","Night","Sunday"
636,"2023-05-09","06:15:00","Female",21,"Beauty",3,"500.00","1500.00",2023,"May","Morning","Tuesday"
637,"2022-12-02","18:54:00","Male",43,"Clothing",2,"300.00","600.00",2022,"December","Evening","Friday"
638,"2023-01-10","19:52:00","Male",46,"Electronics",1,"500.00","500.00",2023,"January","Evening","Tuesday"
639,"2023-08-01","19:47:00","Female",62,"Beauty",4,"50.00","200.00",2023,"August","Evening","Tuesday"
640,"2023-12-25","20:05:00","Female",51,"Electronics",4,"30.00","120.00",2023,"December","Evening","Monday"
641,"2023-12-25","18:30:00","Female",40,"Electronics",1,"300.00","300.00",2023,"December","Evening","Monday"
642,"2023-05-04","21:40:00","Female",54,"Clothing",4,"25.00","100.00",2023,"May","Night","Thursday"
643,"2022-10-05","22:26:00","Female",28,"Electronics",3,"30.00","90.00",2022,"October","Night","Wednesday"
644,"2022-10-13","21:49:00","Male",23,"Beauty",3,"25.00","75.00",2022,"October","Night","Thursday"
645,"2022-12-14","22:11:00","Female",35,"Electronics",4,"30.00","120.00",2022,"December","Night","Wednesday"
646,"2023-05-26","21:02:00","Male",38,"Clothing",3,"30.00","90.00",2023,"May","Night","Friday"
647,"2023-03-01","19:53:00","Male",59,"Clothing",3,"500.00","1500.00",2023,"March","Evening","Wednesday"
648,"2023-02-23","18:13:00","Male",53,"Beauty",4,"300.00","1200.00",2023,"February","Evening","Thursday"
649,"2022-06-21","08:17:00","Female",58,"Clothing",2,"300.00","600.00",2022,"June","Morning","Tuesday"
650,"2023-10-08","12:41:00","Male",55,"Electronics",1,"30.00","30.00",2023,"October","Afternoon","Sunday"
651,"2023-09-28","21:02:00","Male",51,"Clothing",3,"50.00","150.00",2023,"September","Night","Thursday"
652,"2023-10-31","17:05:00","Female",34,"Beauty",2,"50.00","100.00",2023,"October","Evening","Tuesday"
653,"2023-11-25","22:53:00","Male",54,"Clothing",3,"25.00","75.00",2023,"November","Night","Saturday"
654,"2023-08-14","17:40:00","Male",42,"Clothing",3,"25.00","75.00",2023,"August","Evening","Monday"
655,"2022-10-31","18:43:00","Female",55,"Clothing",1,"500.00","500.00",2022,"October","Evening","Monday"
656,"2023-11-12","20:58:00","Male",29,"Beauty",3,"30.00","90.00",2023,"November","Evening","Sunday"
657,"2022-01-29","08:53:00","Male",40,"Clothing",1,"25.00","25.00",2022,"January","Morning","Saturday"
658,"2023-10-30","07:47:00","Male",59,"Clothing",1,"25.00","25.00",2023,"October","Morning","Monday"
659,"2023-06-09","06:08:00","Female",39,"Electronics",1,"30.00","30.00",2023,"June","Morning","Friday"
660,"2023-07-29","18:46:00","Female",38,"Beauty",2,"500.00","1000.00",2023,"July","Evening","Saturday"
661,"2022-08-05","22:09:00","Female",44,"Clothing",4,"25.00","100.00",2022,"August","Night","Friday"
662,"2022-12-03","12:40:00","Male",48,"Beauty",2,"500.00","1000.00",2022,"December","Afternoon","Saturday"
663,"2023-08-16","06:32:00","Male",23,"Clothing",4,"300.00","1200.00",2023,"August","Morning","Wednesday"
664,"2022-09-03","16:52:00","Female",44,"Clothing",4,"500.00","2000.00",2022,"September","Afternoon","Saturday"
665,"2023-10-03","22:49:00","Male",57,"Clothing",1,"50.00","50.00",2023,"October","Night","Tuesday"
666,"2022-03-03","10:59:00","Male",51,"Electronics",3,"50.00","150.00",2022,"March","Morning","Thursday"
667,"2022-12-01","18:46:00","Female",29,"Electronics",1,"500.00","500.00",2022,"December","Evening","Thursday"
668,"2022-06-17","20:33:00","Female",62,"Electronics",3,"50.00","150.00",2022,"June","Evening","Friday"
669,"2022-01-23","20:24:00","Male",24,"Beauty",4,"300.00","1200.00",2022,"January","Evening","Sunday"
670,"2023-09-29","17:24:00","Male",27,"Beauty",1,"30.00","30.00",2023,"September","Evening","Friday"
671,"2023-09-23","19:51:00","Male",62,"Electronics",3,"50.00","150.00",2023,"September","Evening","Saturday"
672,"2022-02-17","19:44:00","Female",34,"Beauty",2,"50.00","100.00",2022,"February","Evening","Thursday"
673,"2022-07-04","10:14:00","Female",43,"Clothing",3,"500.00","1500.00",2022,"July","Morning","Monday"
674,"2023-03-30","11:10:00","Female",38,"Clothing",1,"300.00","300.00",2023,"March","Morning","Thursday"
675,"2023-07-19","18:10:00","Female",45,"Clothing",2,"30.00","60.00",2023,"July","Evening","Wednesday"
676,"2023-07-10","22:13:00","Male",63,"Electronics",3,"500.00","1500.00",2023,"July","Night","Monday"
677,"2022-12-17","21:13:00","Female",19,"Beauty",3,"500.00","1500.00",2022,"December","Night","Saturday"
678,"2022-11-17","15:55:00","Female",60,"Electronics",3,"300.00","900.00",2022,"November","Afternoon","Thursday"
680,"2022-12-01","22:04:00","Female",53,"Clothing",3,"300.00","900.00",2022,"December","Night","Thursday"
681,"2023-08-04","22:12:00","Female",43,"Electronics",2,"30.00","60.00",2023,"August","Night","Friday"
682,"2023-10-23","20:51:00","Male",46,"Beauty",4,"300.00","1200.00",2023,"October","Evening","Monday"
683,"2022-03-06","10:22:00","Male",38,"Beauty",2,"500.00","1000.00",2022,"March","Morning","Sunday"
684,"2023-06-20","18:02:00","Female",28,"Clothing",2,"500.00","1000.00",2023,"June","Evening","Tuesday"
685,"2023-07-04","22:15:00","Male",57,"Electronics",2,"25.00","50.00",2023,"July","Night","Tuesday"
686,"2022-01-06","17:14:00","Female",28,"Electronics",4,"50.00","200.00",2022,"January","Evening","Thursday"
687,"2022-06-27","17:14:00","Female",53,"Electronics",1,"300.00","300.00",2022,"June","Evening","Monday"
688,"2023-10-28","21:45:00","Male",56,"Clothing",4,"25.00","100.00",2023,"October","Night","Saturday"
689,"2022-10-16","20:17:00","Male",57,"Electronics",2,"50.00","100.00",2022,"October","Evening","Sunday"
690,"2023-12-19","18:39:00","Female",52,"Clothing",3,"300.00","900.00",2023,"December","Evening","Tuesday"
691,"2023-05-12","21:09:00","Female",51,"Clothing",3,"30.00","90.00",2023,"May","Night","Friday"
692,"2022-09-30","19:48:00","Female",64,"Clothing",2,"50.00","100.00",2022,"September","Evening","Friday"
693,"2023-06-08","17:12:00","Male",41,"Beauty",3,"500.00","1500.00",2023,"June","Evening","Thursday"
694,"2023-06-30","17:47:00","Female",39,"Electronics",2,"25.00","50.00",2023,"June","Evening","Friday"
695,"2022-04-03","22:12:00","Female",22,"Electronics",3,"50.00","150.00",2022,"April","Night","Sunday"
696,"2023-10-09","18:05:00","Female",50,"Clothing",4,"50.00","200.00",2023,"October","Evening","Monday"
697,"2022-12-25","07:52:00","Male",53,"Clothing",1,"500.00","500.00",2022,"December","Morning","Sunday"
698,"2022-03-17","20:56:00","Female",64,"Electronics",1,"300.00","300.00",2022,"March","Evening","Thursday"
699,"2022-11-21","22:21:00","Female",37,"Clothing",4,"30.00","120.00",2022,"November","Night","Monday"
700,"2022-09-01","15:07:00","Male",36,"Electronics",4,"500.00","2000.00",2022,"September","Afternoon","Thursday"
701,"2023-11-29","16:33:00","Female",52,"Beauty",2,"30.00","60.00",2023,"November","Afternoon","Wednesday"
702,"2023-03-03","17:18:00","Female",60,"Clothing",2,"300.00","600.00",2023,"March","Evening","Friday"
703,"2023-07-31","09:56:00","Male",34,"Electronics",2,"50.00","100.00",2023,"July","Morning","Monday"
704,"2023-09-11","22:40:00","Female",62,"Clothing",3,"30.00","90.00",2023,"September","Night","Monday"
705,"2022-09-30","07:28:00","Male",60,"Electronics",2,"25.00","50.00",2022,"September","Morning","Friday"
706,"2022-09-04","22:19:00","Male",51,"Electronics",4,"25.00","100.00",2022,"September","Night","Sunday"
707,"2023-10-23","20:34:00","Female",26,"Clothing",1,"500.00","500.00",2023,"October","Evening","Monday"
708,"2022-04-06","08:38:00","Female",43,"Beauty",3,"300.00","900.00",2022,"April","Morning","Wednesday"
709,"2022-09-22","22:32:00","Female",19,"Electronics",2,"500.00","1000.00",2022,"September","Night","Thursday"
710,"2022-09-03","21:11:00","Female",26,"Electronics",3,"500.00","1500.00",2022,"September","Night","Saturday"
711,"2023-09-23","22:26:00","Male",26,"Electronics",3,"500.00","1500.00",2023,"September","Night","Saturday"
712,"2023-09-12","14:15:00","Female",57,"Beauty",2,"25.00","50.00",2023,"September","Afternoon","Tuesday"
713,"2022-04-16","11:43:00","Male",34,"Beauty",3,"25.00","75.00",2022,"April","Morning","Saturday"
714,"2022-10-29","08:50:00","Female",18,"Clothing",1,"500.00","500.00",2022,"October","Morning","Saturday"
715,"2022-10-11","20:57:00","Female",42,"Beauty",4,"25.00","100.00",2022,"October","Evening","Tuesday"
716,"2023-08-13","19:51:00","Female",60,"Clothing",4,"300.00","1200.00",2023,"August","Evening","Sunday"
717,"2023-11-30","08:15:00","Male",57,"Clothing",1,"500.00","500.00",2023,"November","Morning","Thursday"
718,"2023-11-02","20:25:00","Female",59,"Beauty",3,"25.00","75.00",2023,"November","Evening","Thursday"
719,"2023-07-02","07:19:00","Female",42,"Clothing",2,"30.00","60.00",2023,"July","Morning","Sunday"
720,"2022-04-08","08:50:00","Female",56,"Beauty",3,"500.00","1500.00",2022,"April","Morning","Friday"
721,"2023-06-23","17:10:00","Female",52,"Clothing",1,"500.00","500.00",2023,"June","Evening","Friday"
722,"2023-02-24","18:35:00","Male",20,"Beauty",3,"300.00","900.00",2023,"February","Evening","Friday"
723,"2022-07-14","21:57:00","Female",54,"Beauty",4,"50.00","200.00",2022,"July","Night","Thursday"
724,"2023-06-14","06:56:00","Male",61,"Clothing",3,"50.00","150.00",2023,"June","Morning","Wednesday"
725,"2023-09-21","20:32:00","Male",61,"Electronics",1,"300.00","300.00",2023,"September","Evening","Thursday"
726,"2022-06-05","19:37:00","Male",47,"Clothing",4,"300.00","1200.00",2022,"June","Evening","Sunday"
727,"2023-11-15","18:37:00","Male",55,"Beauty",3,"300.00","900.00",2023,"November","Evening","Wednesday"
728,"2022-06-02","19:35:00","Male",51,"Electronics",3,"50.00","150.00",2022,"June","Evening","Thursday"
729,"2023-08-26","22:29:00","Male",29,"Clothing",4,"300.00","1200.00",2023,"August","Night","Saturday"
730,"2022-02-20","19:38:00","Female",36,"Clothing",2,"25.00","50.00",2022,"February","Evening","Sunday"
731,"2023-09-30","18:49:00","Male",54,"Clothing",4,"500.00","2000.00",2023,"September","Evening","Saturday"
732,"2022-10-13","08:45:00","Male",61,"Electronics",2,"500.00","1000.00",2022,"October","Morning","Thursday"
733,"2022-10-25","21:07:00","Male",34,"Beauty",1,"30.00","30.00",2022,"October","Night","Tuesday"
734,"2022-03-12","08:54:00","Female",27,"Clothing",1,"30.00","30.00",2022,"March","Morning","Saturday"
735,"2022-11-26","21:38:00","Female",64,"Clothing",4,"500.00","2000.00",2022,"November","Night","Saturday"
736,"2022-12-18","08:30:00","Male",29,"Clothing",4,"25.00","100.00",2022,"December","Morning","Sunday"
737,"2023-03-23","21:11:00","Female",33,"Clothing",1,"50.00","50.00",2023,"March","Night","Thursday"
738,"2023-02-05","18:24:00","Male",41,"Clothing",2,"50.00","100.00",2023,"February","Evening","Sunday"
739,"2023-10-14","17:09:00","Male",36,"Beauty",1,"25.00","25.00",2023,"October","Evening","Saturday"
740,"2022-12-01","06:58:00","Female",25,"Beauty",4,"50.00","200.00",2022,"December","Morning","Thursday"
741,"2022-12-24","22:30:00","Male",48,"Clothing",1,"300.00","300.00",2022,"December","Night","Saturday"
742,"2022-03-19","06:08:00","Female",38,"Electronics",4,"500.00","2000.00",2022,"March","Morning","Saturday"
743,"2022-08-07","07:54:00","Female",34,"Beauty",4,"500.00","2000.00",2022,"August","Morning","Sunday"
744,"2023-05-23","18:02:00","Male",40,"Electronics",1,"25.00","25.00",2023,"May","Evening","Tuesday"
745,"2023-08-14","07:30:00","Male",54,"Beauty",2,"50.00","100.00",2023,"August","Morning","Monday"
747,"2022-10-21","18:12:00","Male",23,"Beauty",1,"30.00","30.00",2022,"October","Evening","Friday"
748,"2023-03-01","09:35:00","Male",25,"Clothing",3,"50.00","150.00",2023,"March","Morning","Wednesday"
749,"2023-07-26","20:33:00","Male",42,"Beauty",1,"30.00","30.00",2023,"July","Evening","Wednesday"
750,"2022-11-13","07:33:00","Female",35,"Clothing",3,"25.00","75.00",2022,"November","Morning","Sunday"
751,"2023-11-08","19:58:00","Female",42,"Clothing",2,"25.00","50.00",2023,"November","Evening","Wednesday"
752,"2023-09-20","16:06:00","Male",29,"Clothing",2,"50.00","100.00",2023,"September","Afternoon","Wednesday"
753,"2022-07-06","10:07:00","Female",32,"Clothing",1,"30.00","30.00",2022,"July","Morning","Wednesday"
754,"2023-09-26","18:40:00","Female",43,"Electronics",4,"25.00","100.00",2023,"September","Evening","Tuesday"
755,"2023-11-27","20:07:00","Female",58,"Clothing",3,"25.00","75.00",2023,"November","Evening","Monday"
756,"2023-07-17","20:33:00","Female",62,"Electronics",4,"300.00","1200.00",2023,"July","Evening","Monday"
757,"2023-10-06","12:10:00","Female",43,"Electronics",4,"300.00","1200.00",2023,"October","Afternoon","Friday"
758,"2023-04-23","18:30:00","Male",64,"Clothing",4,"25.00","100.00",2023,"April","Evening","Sunday"
759,"2023-05-23","21:21:00","Male",49,"Electronics",2,"50.00","100.00",2023,"May","Night","Tuesday"
760,"2023-06-26","07:59:00","Male",27,"Beauty",1,"500.00","500.00",2023,"June","Morning","Monday"
761,"2022-11-14","22:16:00","Female",33,"Clothing",1,"500.00","500.00",2022,"November","Night","Monday"
762,"2023-11-27","17:49:00","Female",24,"Electronics",2,"25.00","50.00",2023,"November","Evening","Monday"
763,"2022-04-23","09:43:00","Male",34,"Clothing",2,"25.00","50.00",2022,"April","Morning","Saturday"
764,"2023-11-07","08:46:00","Female",40,"Clothing",1,"25.00","25.00",2023,"November","Morning","Tuesday"
765,"2022-10-16","19:03:00","Male",43,"Clothing",4,"50.00","200.00",2022,"October","Evening","Sunday"
766,"2022-01-04","08:02:00","Male",38,"Electronics",3,"300.00","900.00",2022,"January","Morning","Tuesday"
767,"2022-11-07","22:44:00","Male",39,"Beauty",3,"25.00","75.00",2022,"November","Night","Monday"
768,"2022-06-27","06:50:00","Female",24,"Beauty",3,"25.00","75.00",2022,"June","Morning","Monday"
769,"2022-09-09","18:57:00","Female",31,"Electronics",4,"30.00","120.00",2022,"September","Evening","Friday"
770,"2022-12-11","22:49:00","Male",32,"Clothing",1,"50.00","50.00",2022,"December","Night","Sunday"
771,"2023-12-24","12:23:00","Male",24,"Electronics",2,"25.00","50.00",2023,"December","Afternoon","Sunday"
772,"2023-04-14","21:47:00","Male",26,"Electronics",1,"30.00","30.00",2023,"April","Night","Friday"
